1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, Tesco, Tacoma, United States, Cash, 42176, Y, 
10489, c_10489, هانیه اشتری, 312, Stool, Furniture, 6, $150.0, 2021-12-17 15:28:38, Amazon, روستای حنانه, Iran, Card, 69244, Y, 
10490, c_10490, بنیامین زمانی, 106, Drones, Technology, 7, $350.0, 2021-09-23 10:12:43, Tesco, جنوب مهديس, Iran, Cash, 59874, N, Insufficent funds
10491, c_10491, مبين دایی, 204, Formal Wear, Clothes, 9, $1080.0, 2021-10-13 19:44:02, Tesco, شهرستان محمدرضا, Iran, Cash, 40347, Y, 
10492, c_10492, هستی ضابطی, 112, Smart fridges, Technology, 4, $1396.0, 2021-11-12 19:59:50, Tesco, شهر آرین, Iran, Internet Banking, 30927, Y, 
10493, c_10493, هستی ترکاشوند, 405, Textbooks, School Items, 9, $585.0, 2021-12-15 19:46:23, Tesco, شمال اسما, Iran, Electronic, 64874, Y, 
10494, c_10494, آوا سلطانی, 207, Kahkis, Clothes, 5, $75.0, 2021-06-03 19:34:59, Amazon, شمال محمدعلي, Iran, Card, 52884, N, Invalid zip code
10495, c_10495, زینب تهرانی, 100, Laptops, Technology, 2, $900.0, 2021-04-10 19:15:10, Tesco, شمال آیناز, Iran, Electronic, 86179, Y, 
10496, c_10496, اميررضا زارعی, 211, Glasses, Clothes, 1, $59.0, 2021-03-26 15:14:05, Tesco, بندر اميرعلي, Iran, Electronic, 29135, Y, 
10497, c_10497, ريحانه لاچینی, 302, Recliners, Furniture, 1, $165.0, 2021-12-27 19:03:08, Tesco, روستای ایلیا, Iran, Card, 70813, Y, 
10498, c_10498, آرتین محجوب, 226, Watch, Clothes, 8, $480.0, 2021-03-23 08:13:09, Tesco, روستای محیا, Iran, Cash, 53480, Y, 
10499, c_10499, اميرمحمد خسروجردی, 409, Crayons, School Items, 5, $15.0, 2021-12-02 10:21:31, Amazon, شهر محمدامین, Iran, Electronic, 87409, N, Account locked
10500, c_10500, احسان یزدی, 302, Recliners, Furniture, 1, $165.0, 2021-07-08 14:55:21, Tesco, روستای پریا, Iran, Cash, 85147, Y, 
10501, c_10501, آتنا احمدی, 415, Pens, School Items, 1, $1.5, 2021-07-08 14:55:21, Tesco, شهر ماهان, Iran, Electronic, 24813, Y, 
10502, c_10502, ستایش نوری, 210, T-shirts, Clothes, 4, $40.0, 2021-12-02 20:30:37, Amazon, روستای ملیكا, Iran, Electronic, 38355, N, Account locked
10503, c_10503, امیرحسین علی پور, 307, Dresser, Furniture, 3, $360.0, 2021-03-02 17:40:38, Tesco, جنوب یلدا, Iran, Internet Banking, 21691, Y, 
10504, c_10504, طاها مجتهدی, 418, Glue Stick, School Items, 9, $9.0, 2021-01-08 17:51:10, Tesco, غرب علی, Iran, Internet Banking, 48388, Y, 
10505, c_10505, فاطمه محمد پور, 419, Lunch Bags, School Items, 4, $28.0, 2021-04-06 09:18:46, Tesco, شهر طاها, Iran, Internet Banking, 97678, Y, 
10506, c_10506, آرمین همدانی, 101, Hard Drives, Technology, 7, $875.0, 2021-12-08 10:32:36, Amazon, دهستان محمد, Iran, Electronic, 27242, N, Account locked
10507, c_10507, محدثه سماوات, 312, Stool, Furniture, 4, $100.0, 2021-12-01 10:40:54, Amazon, استان دانیال, Iran, Cash, 94632, Y, 
10508, c_10508, ريحانه جعفر پور, 113, Mouse, Technology, 9, $720.0, 2021-07-10 15:32:54, Tesco, شهر طاها, Iran, Card, 28483, N, Invalid CVV
10509, c_10509, محیا عقیلی, 207, Kahkis, Clothes, 9, $135.0, 2021-07-10 15:32:54, Tesco, شهر آرتين, Iran, Internet Banking, 90418, Y, 
10510, c_10510, علی اصغر رضا زاده, 211, Glasses, Clothes, 8, $472.0, 2021-05-22 20:44:30, Tesco, جنوب نیایش, Iran, Gift card, 86694, Y, 
10511, c_10511, النا ملکیان, 101, Hard Drives, Technology, 8, $1000.0, 2021-05-22 20:44:30, Tesco, غرب كیان, Iran, Electronic, 35173, Y, 
10512, c_10512, احسان کرمانی, 405, Textbooks, School Items, 1, $65.0, 2021-11-28 08:23:58, Tesco, شهرستان پرنيا, Iran, Cash, 83441, Y, 
10513, c_10513, ستایش عزیزی, 211, Glasses, Clothes, 1, $59.0, 2021-11-28 08:23:58, Tesco, استان مبينا, Iran, Card, 41345, Y, 
10514, c_10514, رضا کریمی, 107, Computers, Technology, 6, $4200.0, 2021-10-26 16:17:19, Tesco, استان اسما, Iran, Card, 19940, Y, 
10515, c_10515, مليکا زمانی, 305, Clocks, Furniture, 6, $600.0, 2021-10-26 16:17:19, Tesco, بندر فاطمه زهرا, Iran, Card, 38380, Y, 
10516, c_10516, حسام ولاشجردی, 200, Jeans, Clothes, 7, $203.0, 2021-12-12 10:29:51, Amazon, بندر محدثه, Iran, Cash, 99859, N, Insufficent funds
10517, c_10517, سینا طلوعی, 204, Formal Wear, Clothes, 5, $600.0, 2021-10-05 13:13:18, Tesco, غرب ثنا, Iran, Card, 70823, Y, 
10518, c_10518, فاطمه زهرا علی شاهی, 316, Shelves, Furniture, 9, $270.0, 2021-01-09 14:03:33, Tesco, استان علی رضا, Iran, Gift card, 85560, Y, 
10519, c_10519, آیناز دایی, 204, Formal Wear, Clothes, 8, $960.0, 2021-11-24 20:32:56, Tesco, شمال ستایش, Iran, Internet Banking, 79809, Y, 
10520, c_10520, سارینا وثاق, 108, Tablets, Technology, 1, $600.0, 2021-11-18 15:36:34, Mediamarkt, شرق ثنا, Iran, Card, 69693, Y, 
10521, c_10521, ایلیا هاشمی, 110, Remotes, Technology, 5, $125.0, 2021-10-01 20:14:36, Tesco, دهستان محمد, Iran, Gift card, 72873, Y, 
10522, c_10522, امیرمحمد دایی, 307, Dresser, Furniture, 6, $720.0, 2021-12-04 12:17:58, Aldi, شمال ريحانه, Iran, Electronic, 99145, Y, 
10523, c_10523, الينا نامور, 104, Headphones, Technology, 6, $780.0, 2021-12-04 12:17:58, Aldi, شهرستان امیرمحمد, Iran, Internet Banking, 53955, Y, 
10524, c_10524, النا تحسینی, 219, Boxers, Clothes, 1, $5.0, 2021-12-27 15:26:03, Aldi, غرب سجاد, Iran, Card, 47609, N, Invalid CVV
10525, c_10525, نازنین زهرا اشرفی, 106, Drones, Technology, 1, $50.0, 2021-12-27 15:26:03, Aldi, جنوب طاها, Iran, Electronic, 53661, Y, 
10526, c_10526, كیانا بهرامی, 403, Erasers, School Items, 3, $4.5, 2021-01-19 16:10:08, Tesco, شهرستان آرش, Iran, Electronic, 52814, Y, 
10527, c_10527, دانيال محمد پور, 225, Cap, Clothes, 3, $60.0, 2021-04-23 17:22:43, Tesco, روستای الناز, Iran, Internet Banking, 98500, Y, 
10528, c_10528, احسان کریمی, 408, Rulers, School Items, 7, $14.0, 2021-11-22 12:55:05, Tesco, دهستان ریحانه, Iran, Cash, 74079, N, Insufficent funds
10529, c_10529, اسرا علیجانی, 411, Calculators, School Items, 7, $420.0, 2021-11-22 12:55:05, Tesco, شهر امیرمهدی, Iran, Gift card, 13336, Y, 
10530, c_10530, محمد تهرانی, 423, Index cards, School Items, 5, $10.0, 2021-11-21 16:08:42, Tesco, استان زينب, Iran, Internet Banking, 32317, Y, 
ten thousand five hundred and thirty-first, c_10531, عليرضا شادروان, 309, Beds, Furniture, 5, $2500.0, 2021-11-21 16:08:42, Tesco, شهرستان مبینا, Iran, Cash, 68321, Y, 
10532, c_10532, محمدرضا ولاشجردی, 409, Crayons, School Items, 7, $21.0, 2021-03-16 08:33:51, Tesco, استان بهار, Iran, Internet Banking, 37800, Y, 
10533, c_10533, آرتين اشرفی, 115, USB, Technology, 7, $105.0, 2021-03-16 08:33:51, Tesco, باغات حسام, Iran, Electronic, 33360, Y, 
10534, c_10534, عرفان حمیدی, 421, Sharpie pens, School Items, 8, $16.0, 2021-11-03 14:28:04, Tesco, بندر حسین, Iran, Card, 93388, Y, 
10535, c_10535, آرمین مجتبوی, 221, Scarves, Clothes, 8, $144.0, 2021-11-03 14:28:04, Tesco, شهر احسان, Iran, Cash, 93208, Y, 
10536, c_10536, الناز چنگیزی, 114, Webcam, Technology, 3, $360.0, 2021-06-16 20:55:33, Amazon, شمال النا, Iran, Gift card, 55439, Y, 
10537, c_10537, النا عبدالعلی, 313, Cupboard, Furniture, 8, $720.0, 2021-12-10 13:39:18, Amazon, روستای الناز, Iran, Cash, 56065, Y, 
10538, c_10538, رها سغیری, 207, Kahkis, Clothes, 1, $15.0, 2021-08-14 19:28:33, Amazon, غرب آرين, Iran, Internet Banking, 48147, Y, 
10539, c_10539, عسل تهرانی, 305, Clocks, Furniture, 5, $500.0, 2021-12-20 17:17:04, Mediamarkt, باغات الناز, Iran, Electronic, 85709, Y, 
10540, c_10540, محمدپارسا ظفری, 416, Folders, School Items, 8, $8.0, 2021-04-11 19:06:43, Tesco, شهر مبين, Iran, Internet Banking, 44488, Y, 
10541, c_10541, پارسا زارع, 108, Tablets, Technology, 6, $3600.0, 2021-12-15 11:05:39, Aldi, باغات محمدرضا, Iran, Electronic, 43663, Y, 
ten thousand five hundred and forty-second, c_10542, علي شاکری, 206, Swimwear, Clothes, 6, $174.0, 2021-12-15 11:05:39, Aldi, بندر كیانا, Iran, Internet Banking, 68191, N, Account locked
10543, c_10543, اميرحسين رسولی, 405, Textbooks, School Items, 4, $260.0, 2021-10-15 09:37:18, Tesco, شهرستان ثنا, Iran, Electronic, 20372, Y, 
10544, c_10544, مبین تهرانی, 217, Ties, Clothes, 10, $150.0, 2021-12-08 19:19:12, Amazon, باغات آتنا, Iran, Gift card, 27710, N, Insufficent funds
10545, c_10545, یلدا ابوطالبی, 402, Mechanical Pencils, School Items, 8, $4.0, 2021-08-10 17:13:09, Tesco, شهرستان اميرحسين, Iran, Gift card, 81302, Y, 
10546, c_10546, ماهان سلطانی, 203, Sandals, Clothes, 9, $270.0, 2021-08-04 15:56:23, Tesco, استان بنیامین, Iran, Cash, 49525, N, Insufficent funds
ten thousand five hundred and forty-seventh, c_10547, نيايش رسولی, 222, Earrings, Clothes, 5, $400.0, 2021-01-12 08:23:55, Tesco, روستای مبينا, Iran, Gift card, 27680, Y, 
10548, c_10548, محدثه محجوب, 400, Notebooks, School Items, 5, $5.0, 2021-07-14 08:14:00, Tesco, شهر نازنین, Iran, Electronic, 99333, Y, 
10549, c_10549, مریم چنگیزی, 219, Boxers, Clothes, 5, $25.0, 2021-07-14 08:14:00, Tesco, شرق زینب, Iran, Internet Banking, 50489, Y, 
10550, c_10550, محمدجواد عزیزی, 104, Headphones, Technology, 5, $650.0, 2021-07-25 13:45:15, Tesco, شهر آرتين, Iran, Cash, 12812, N, Insufficent funds
10551, c_10551, نرگس گلپایگانی, 103, Microwaves, Technology, 5, $800.0, 2021-07-25 13:45:15, Tesco, شمال محمد مهدی, Iran, Gift card, 53177, Y, 
10552, c_10552, یاسمین عقیلی, 409, Crayons, School Items, 1, $3.0, 2021-09-28 16:55:21, Tesco, شمال یلدا, Iran, Internet Banking, 67430, Y, 
10553, c_10553, مليکا هومن, 218, Briefs, Clothes, 7, $35.0, 2021-11-03 18:08:17, Tesco, باغات ريحانه, Iran, Cash, 21093, Y, 
10554, c_10554, محمدپارسا عبدالعلی, 304, Cabinets, Furniture, 7, $560.0, 2021-11-03 18:08:17, Tesco, باغات هلیا, Iran, Internet Banking, 93955, N, Account locked
10555, c_10555, مهسا رستمی, 402, Mechanical Pencils, School Items, 6, $3.0, 2021-12-24 13:17:19, Tesco, شهر كوثر, Iran, Gift card, 19661, Y, 
10556, c_10556, محمدرضا روحانی, 112, Smart fridges, Technology, 4, $1396.0, 2021-01-21 14:21:22, Tesco, روستای مريم, Iran, Cash, 21816, N, Insufficent funds
10557, c_10557, حسين ظفری, 118, Monitors, Technology, 8, $1200.0, 2021-07-12 16:14:43, Tesco, شهرستان آيلين, Iran, Electronic, 93048, Y, 
10558, c_10558, ملیكا رسته, 421, Sharpie pens, School Items, 8, $16.0, 2021-07-12 16:14:43, Tesco, شرق مهدیس, Iran, Electronic, 14935, Y, 
10559, c_10559, علی لاچینی, 203, Sandals, Clothes, 5, $150.0, 2021-12-22 10:46:03, Tesco, غرب مبينا, Iran, Cash, 87770, Y, 
10560, c_10560, باران رضا زاده, 104, Headphones, Technology, 5, $650.0, 2021-12-22 10:46:03, Tesco, بندر اسرا, Iran, Electronic, 44504, Y, 
10561, c_10561, مبين کمالی, 400, Notebooks, School Items, 5, $5.0, 2021-03-27 10:17:36, Tesco, جنوب سوگند, Iran, Cash, 32002, Y, 
10562, c_10562, هستی مجتهدی, 410, Markers, School Items, 2, $6.0, 2021-07-12 20:48:11, Amazon, باغات یاسمین, Iran, Card, 47701, N, Invalid card number
ten thousand five hundred and sixty-third, c_10563, آوا مجتهدی, 202, Shoes, Clothes, 3, $180.0, 2021-12-09 20:58:25, Tesco, غرب مبين, Iran, Gift card, 73603, N, Insufficent funds
10564, c_10564, آوا نعمتی, 309, Beds, Furniture, 3, $1500.0, 2021-12-09 20:58:25, Tesco, شرق ماهان, Iran, Electronic, 20813, Y, 
10565, c_10565, نازنين زارع, 203, Sandals, Clothes, 9, $270.0, 2021-06-28 08:27:55, Tesco, شرق عليرضا, Iran, Card, 54397, N, Invalid zip code
10566, c_10566, آرمین ظفری, 105, Electronic Locks, Technology, 4, $340.0, 2021-03-14 10:37:24, Tesco, بندر مبينا, Iran, Card, 87670, Y, 
10567, c_10567, نازنین عبدالعلی, 314, Cradle, Furniture, 8, $1032.0, 2021-03-27 10:55:26, Tesco, روستای محمدپارسا, Iran, Internet Banking, 28521, Y, 
10568, c_10568, كیانا نعمتی, 109, TVs, Technology, 5, $6000.0, 2021-10-05 11:33:09, Tesco, شرق اميرعلي, Iran, Electronic, 33437, Y, 
10569, c_10569, آتنا همدانی, 209, Dresses, Clothes, 7, $693.0, 2021-12-08 20:09:08, Tesco, شهر ابوالفضل, Iran, Gift card, 40567, Y, 
10570, c_10570, ستايش معین, 211, Glasses, Clothes, 5, $295.0, 2021-07-23 20:45:02, Tesco, شمال متين, Iran, Card, 77386, Y, 
10571, c_10571, آراد بهرامی, 412, Uniforms, School Items, 5, $100.0, 2021-07-23 20:45:02, Tesco, استان ثنا, Iran, Card, 46154, Y, 
10572, c_10572, محمد طاها کریمی, 106, Drones, Technology, 6, $300.0, 2021-06-04 17:35:55, Amazon, باغات يوسف, Iran, Gift card, 14814, Y, 
10573, c_10573, رضا کریمی, 302, Recliners, Furniture, 6, $990.0, 2021-09-28 20:38:17, Tesco, شمال عرفان, Iran, Cash, 34692, Y, 
10574, c_10574, محمد مهدی وثاق, 118, Monitors, Technology, 10, $1500.0, 2021-01-09 18:31:15, Tesco, شهر زهرا, Iran, Internet Banking, 29703, Y, 
10575, c_10575, ساميار چنگیزی, 204, Formal Wear, Clothes, 10, $1200.0, 2021-01-09 18:31:15, Tesco, روستای رقيه, Iran, Gift card, 52497, Y, 
10576, c_10576, يسنا محمدی, 115, USB, Technology, 2, $30.0, 2021-07-06 16:15:11, Amazon, باغات محمد, Iran, Internet Banking, 68959, Y, 
ten thousand five hundred and seventy-seventh, c_10577, محمدحسین کمالی, 305, Clocks, Furniture, 1, $100.0, 2021-04-14 15:58:54, Tesco, جنوب آیناز, Iran, Electronic, 71315, Y, 
10578, c_10578, آریا صارمی, 307, Dresser, Furniture, 4, $480.0, 2021-06-07 16:44:33, Tesco, شرق علي, Iran, Card, 92559, N, Invalid CVV
10579, c_10579, ساميار حمیدی, 219, Boxers, Clothes, 1, $5.0, 2021-04-27 20:42:04, Amazon, استان آیدا, Iran, Gift card, 28011, Y, 
10580, c_10580, هانیه کمالی, 110, Remotes, Technology, 6, $150.0, 2021-11-13 16:11:13, Mediamarkt, باغات احسان, Iran, Electronic, 33180, Y, 
10581, c_10581, فاطمه عبدالعلی, 204, Formal Wear, Clothes, 1, $120.0, 2021-12-01 17:37:30, Mediamarkt, باغات آیدا, Iran, Gift card, 41219, Y, 
10582, c_10582, زهرا ضرغامی, 316, Shelves, Furniture, 10, $300.0, 2021-10-27 10:29:41, Tesco, جنوب هستی, Iran, Gift card, 37645, N, Insufficent funds
10583, c_10583, ثنا موسوی, 101, Hard Drives, Technology, 10, $1250.0, 2021-10-27 10:29:41, Tesco, شرق محمد, Iran, Electronic, 32192, Y, 
10584, c_10584, سوگند محجوب, 401, Pencils, School Items, 10, $5.0, 2021-11-23 14:09:33, bazos, غرب فاطمه, Iran, Internet Banking, 28072, Y, 
10585, c_10585, ثنا محمدی, 421, Sharpie pens, School Items, 10, $20.0, 2021-12-06 11:30:08, Aldi, روستای حسين, Iran, Gift card, 84094, Y, 
10586, c_10586, محمدیاسین عبدالعلی, 104, Headphones, Technology, 6, $780.0, 2021-02-23 18:22:42, Tesco, استان حدیث, Iran, Card, 51455, Y, 
10587, c_10587, عرفان منصوری, 313, Cupboard, Furniture, 2, $180.0, 2021-02-22 10:51:24, Tesco, روستای بنيامين, Iran, Gift card, 78692, Y, 
10588, c_10588, ملیكا ضابطی, 311, Ottoman, Furniture, 2, $100.0, 2021-11-21 20:07:22, Tesco, شهرستان مبینا, Iran, Electronic, 60368, N, Account locked
10589, c_10589, ابوالفضل محجوب, 224, Wallet, Clothes, 9, $585.0, 2021-05-12 14:33:21, Tesco, شهرستان آرمین, Iran, Gift card, 35634, N, Insufficent funds
10590, c_10590, علی رضا شادروان, 200, Jeans, Clothes, 9, $261.0, 2021-05-12 14:33:21, Tesco, شهرستان محيا, Iran, Electronic, 94273, N, Account locked
10591, c_10591, حسام محجوب, 412, Uniforms, School Items, 4, $80.0, 2021-10-14 18:47:19, Tesco, باغات سارینا, Iran, Gift card, 80676, Y, 
10592, c_10592, بهار کرمانی, 218, Briefs, Clothes, 4, $20.0, 2021-10-14 18:47:19, Tesco, دهستان مهدیه, Iran, Gift card, 90216, Y, 
10593, c_10593, نيايش علی شاهی, 117, Fridges, Technology, 4, $1080.0, 2021-12-04 15:08:30, Amazon, استان يوسف, Iran, Card, 17761, N, Invalid zip code
10594, c_10594, باران نوری, 103, Microwaves, Technology, 1, $160.0, 2021-12-04 08:17:22, Tesco, باغات حسنا, Iran, Card, 67969, N, Invalid CVV
10595, c_10595, رضا میردامادی, 421, Sharpie pens, School Items, 1, $2.0, 2021-12-04 08:17:22, Tesco, دهستان رها, Iran, Internet Banking, 85656, N, Account locked
10596, c_10596, حسام شبیری, 311, Ottoman, Furniture, 3, $150.0, 2021-12-15 20:29:48, Amazon, روستای آتنا, Iran, Cash, 13961, Y, 
10597, c_10597, محمد طاها زارع, 205, Socks, Clothes, 7, $35.0, 2021-08-24 19:48:22, Tesco, شهرستان سبحان, Iran, Card, 96682, Y, 
10598, c_10598, اميرمهدي ربانی, 112, Smart fridges, Technology, 5, $1745.0, 2021-02-22 14:31:33, Tesco, شمال محدثه, Iran, Internet Banking, 43616, Y, 
10599, c_10599, معصومه جلیلی, 118, Monitors, Technology, 8, $1200.0, 2021-04-02 19:15:12, Tesco, شرق بهار, Iran, Cash, 11849, Y, 
10600, c_10600, یوسف صنایعی, 307, Dresser, Furniture, 8, $960.0, 2021-04-02 19:15:12, Tesco, دهستان نازنین زهرا, Iran, Gift card, 56752, Y, 
10601, c_10601, زينب ضابطی, 219, Boxers, Clothes, 9, $45.0, 2021-12-01 09:21:37, Tesco, استان مائده, Iran, Card, 32801, Y, 
10602, c_10602, آيلين نوروزی, 204, Formal Wear, Clothes, 8, $960.0, 2021-06-02 20:54:03, Tesco, غرب اسما, Iran, Gift card, 89527, Y, 
10603, c_10603, پرهام شمشیری, 405, Textbooks, School Items, 8, $520.0, 2021-04-22 17:19:37, Tesco, بندر ياسين, Iran, Card, 35844, Y, 
10604, c_10604, معصومه جنتی, 206, Swimwear, Clothes, 8, $232.0, 2021-04-22 17:19:37, Tesco, شرق ملیكا, Iran, Gift card, 65957, Y, 
10605, c_10605, محدثه خسروجردی, 105, Electronic Locks, Technology, 10, $850.0, 2021-03-12 17:43:41, Tesco, شرق آیدا, Iran, Gift card, 31486, Y, 
10606, c_10606, محمدجواد ایروانی, 306, Bookcase, Furniture, 10, $1500.0, 2021-03-12 17:43:41, Tesco, استان یگانه, Iran, Electronic, 73369, Y, 
10607, c_10607, ايليا قاضی, 205, Socks, Clothes, 3, $15.0, 2021-12-19 14:31:37, Mediamarkt, باغات محمد, Iran, Cash, 53523, Y, 
10608, c_10608, علی اكبر لاچینی, 114, Webcam, Technology, 4, $480.0, 2021-12-16 13:17:54, Amazon, جنوب آرتین, Iran, Gift card, 43079, Y, 
10609, c_10609, ستايش رسولی, 120, Virtual Assistant, Technology, 2, $358.0, 2021-12-03 09:37:31, Tesco, دهستان محدثه, Iran, Electronic, 36583, N, Account locked
10610, c_10610, علي جعفر پور, 313, Cupboard, Furniture, 1, $90.0, 2021-09-06 08:29:07, Tesco, شهرستان مهسا, Iran, Card, 27630, Y, 
10611, c_10611, مبینا شمشیری, 419, Lunch Bags, School Items, 5, $35.0, 2021-12-28 17:38:10, Tesco, شهر سوگند, Iran, Internet Banking, 32659, Y, 
10612, c_10612, آيلين عبدالمالکی, 219, Boxers, Clothes, 5, $25.0, 2021-12-28 17:38:10, Tesco, شهر رقيه, Iran, Cash, 44912, Y, 
10613, c_10613, مليکا خسروجردی, 316, Shelves, Furniture, 6, $180.0, 2021-12-06 13:55:16, Tesco, شمال دانیال, Iran, Electronic, 77886, Y, 
10614, c_10614, نيايش کریمی, 303, Tables, Furniture, 6, $2100.0, 2021-12-06 13:55:16, Tesco, شهرستان پرهام, Iran, Cash, 18225, N, Insufficent funds
10615, c_10615, ستایش حریریان, 226, Watch, Clothes, 10, $600.0, 2021-07-23 20:34:32, Amazon, غرب ابوالفضل, Iran, Card, 72798, Y, 
10616, c_10616, يسنا هدایت, 111, Earbuds, Technology, 5, $600.0, 2021-12-15 16:51:22, Amazon, غرب علی, Iran, Card, 87344, Y, 
10617, c_10617, آرتین هاشمی, 219, Boxers, Clothes, 5, $25.0, 2021-12-15 16:51:22, Amazon, شهرستان یاسین, Iran, Gift card, 70752, Y, 
ten thousand six hundred and eighteenth, c_10618, نازنين یزدی, 207, Kahkis, Clothes, 1, $15.0, 2021-04-16 17:06:16, Tesco, غرب رها, Iran, Electronic, 77141, Y, 
10619, c_10619, احسان تحسینی, 104, Headphones, Technology, 4, $520.0, 2021-04-25 17:32:51, Aldi, روستای آیناز, Iran, Internet Banking, 76854, Y, 
10620, c_10620, نازنين الوندی, 205, Socks, Clothes, 5, $25.0, 2021-12-19 12:58:07, Tesco, استان پارسا, Iran, Internet Banking, 84467, N, Account locked
10621, c_10621, مريم ابوطالبی, 420, Gym Bag, School Items, 10, $120.0, 2021-12-22 17:56:12, Amazon, شمال مهدي, Iran, Internet Banking, 30084, N, Account locked
10622, c_10622, مائده ربانی, 312, Stool, Furniture, 2, $50.0, 2021-09-05 20:15:23, Tesco, شمال رضا, Iran, Cash, 33216, N, Insufficent funds
10623, c_10623, مهسا صارمی, 218, Briefs, Clothes, 4, $20.0, 2021-10-26 17:15:54, Tesco, شمال ستايش, Iran, Cash, 12136, Y, 
10624, c_10624, مریم شمشیری, 401, Pencils, School Items, 1, $0.5, 2021-10-28 13:59:46, Tesco, شمال ياسمين, Iran, Gift card, 13575, Y, 
10625, c_10625, علی جلیلی, 200, Jeans, Clothes, 3, $87.0, 2021-01-27 08:03:13, Tesco, غرب طاها, Iran, Card, 15968, Y, 
10626, c_10626, رضا ترکاشوند, 315, Grandfather clock, Furniture, 3, $1500.0, 2021-01-27 08:03:13, Tesco, دهستان مائده, Iran, Cash, 46021, N, Insufficent funds
10627, c_10627, عسل علی پور, 310, Ladders, Furniture, 7, $161.0, 2021-02-14 11:58:46, Tesco, شمال سجاد, Iran, Electronic, 41466, Y, 
10628, c_10628, علی دادفر, 212, Sunglasses, Clothes, 8, $632.0, 2021-11-17 16:44:02, Tesco, استان ملیكا, Iran, Card, 30431, Y, 
10629, c_10629, نرگس سمسار, 421, Sharpie pens, School Items, 9, $18.0, 2021-12-01 20:22:01, Tesco, غرب متین, Iran, Cash, 54914, N, Insufficent funds
10630, c_10630, مهدیس شمشیری, 217, Ties, Clothes, 3, $45.0, 2021-06-05 16:55:12, Amazon, بندر كیانا, Iran, Internet Banking, 83773, Y, 
ten thousand six hundred and thirty-first, c_10631, آرين کرمانی, 415, Pens, School Items, 7, $10.5, 2021-12-26 08:52:37, Tesco, غرب مهسا, Iran, Cash, 41087, Y, 
10632, c_10632, محمدپارسا معین, 302, Recliners, Furniture, 7, $1155.0, 2021-12-26 08:52:37, Tesco, باغات آوا, Iran, Internet Banking, 61879, N, Account locked
10633, c_10633, هانيه خسروجردی, 112, Smart fridges, Technology, 8, $2792.0, 2021-12-01 11:30:23, Tesco, جنوب محمدجواد, Iran, Gift card, 61984, N, Insufficent funds
10634, c_10634, مهسا نوروزی, 209, Dresses, Clothes, 8, $792.0, 2021-12-01 11:30:23, Tesco, جنوب ريحانه, Iran, Card, 28117, Y, 
10635, c_10635, ساميار منصوری, 210, T-shirts, Clothes, 7, $70.0, 2021-02-10 20:22:28, Tesco, روستای امیررضا, Iran, Gift card, 81103, N, Insufficent funds
10636, c_10636, محمدرضا محمد پور, 114, Webcam, Technology, 7, $840.0, 2021-02-10 20:22:28, Tesco, غرب فاطمه, Iran, Electronic, 73696, Y, 
10637, c_10637, علی اكبر شبیری, 313, Cupboard, Furniture, 4, $360.0, 2021-12-25 09:38:14, Tesco, استان الناز, Iran, Internet Banking, 14830, Y, 
10638, c_10638, مبین صارمی, 116, Cables, Technology, 4, $120.0, 2021-12-25 09:38:14, Tesco, بندر ماهان, Iran, Electronic, 96254, Y, 
10639, c_10639, کيانا گلپایگانی, 200, Jeans, Clothes, 1, $29.0, 2021-04-25 20:54:16, Tesco, استان آيناز, Iran, Gift card, 23826, Y, 
10640, c_10640, پرهام حسنی, 110, Remotes, Technology, 3, $75.0, 2021-11-19 08:55:34, Tesco, غرب محدثه, Iran, Internet Banking, 72186, N, Account locked
10641, c_10641, دانیال ابوطالبی, 306, Bookcase, Furniture, 3, $450.0, 2021-11-19 08:55:34, Tesco, شرق آيلين, Iran, Electronic, 19366, Y, 
10642, c_10642, سارا روحانی, 104, Headphones, Technology, 4, $520.0, 2021-02-24 10:25:57, Tesco, شمال زهرا, Iran, Cash, 73572, N, Insufficent funds
10643, c_10643, مريم شمشیری, 226, Watch, Clothes, 2, $120.0, 2021-08-25 08:53:28, Tesco, غرب محمدرضا, Iran, Internet Banking, 41072, Y, 
10644, c_10644, آرش کریمی, 316, Shelves, Furniture, 7, $210.0, 2021-11-06 09:11:26, alza.cz, روستای پارسا, Iran, Cash, 94469, N, Insufficent funds
10645, c_10645, مبین رفیعی, 105, Electronic Locks, Technology, 6, $510.0, 2021-12-14 09:34:17, Tesco, دهستان محمدجواد, Iran, Internet Banking, 15590, Y, 
10646, c_10646, ابوالفضل علیجانی, 207, Kahkis, Clothes, 6, $90.0, 2021-12-14 09:34:17, Tesco, جنوب آرش, Iran, Internet Banking, 13668, Y, 
10647, c_10647, فاطمه نعمتی, 204, Formal Wear, Clothes, 8, $960.0, 2021-11-24 13:31:47, Tesco, شهر هانيه, Iran, Gift card, 11984, Y, 
10648, c_10648, محمدجواد ولاشجردی, 107, Computers, Technology, 10, $7000.0, 2021-10-01 10:44:53, Tesco, روستای عليرضا, Iran, Internet Banking, 14204, Y, 
10649, c_10649, ماهان چنگیزی, 400, Notebooks, School Items, 6, $6.0, 2021-12-21 08:22:38, Tesco, شهر محدثه, Iran, Internet Banking, 81770, Y, 
10650, c_10650, بنیامین حسنی, 310, Ladders, Furniture, 10, $230.0, 2021-07-18 13:46:28, Tesco, جنوب سوگند, Iran, Internet Banking, 54408, Y, 
