,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
12535,14400,117,Meren Hopa,34,Lance,Weapons,Venmo,2,10.0,2022-04-24 21:01:37,Japan,Tokyo,Blacksmithery.com,1795,N,Insuffecient Funds
12536,14401,376,Padirend Okelan,106,Spellbook,Gear,Paypal,9,50.0,2022-06-28 03:46:32,China,Handan,yeoldestore.com,1798,N,Payment site timed out
12537,14402,967,Shego Wur,26,Shortbow,Weapons,Google pay,6,25.0,2022-02-10 21:54:15,United States,San Francisco,Walmart.com,1787,N,Payment site timed out
12538,14403,331,Funiasi Thoo,55,Crossbow Bolts (20),Gear,Venmo,3,10.0,2022-06-03 14:32:19,China,Shangrao,Amazon.com,1796,Y,
12539,14404,669,Ppeb Malimad,91,Reliquary (Holy Symbol),Gear,Gift card,10,5.0,2022-05-21 04:08:43,Indonesia,Jakarta,Blacksmithery.com,1820,Y,
12540,14406,798,Inthero Lls,65,Bedroll,Gear,Cash app,7,1000.0,2022-01-05 00:08:14,Philippines,Manila,LarpersTrove.com,1792,N,Insuffecient Funds
12541,14407,846,Vine Icare,57,Antitoxin (vial),Gear,Cash app,5,50.0,2022-07-29 17:03:44,United States,New York,Walmart.com,1793,N,Failed to Authenticate buyer
12542,14408,824,Tarandur Thexe,61,Staff (Arcane Focus),Gear,Paypal,3,5.0,2022-04-13 22:51:59,United States,Los Angeles,yeoldestore.com,1799,Y,
12543,14409,300,Fecket Bers,67,Glass Bottle,Gear,Gift card,10,2.0,2022-03-03 07:34:09,China,Shuyangzha,Blacksmithery.com,1821,Y,
12544,14410,566,Bleedytond Ori,39,Rapier,Weapons,Venmo,9,25.0,2022-06-16 07:08:44,United States,New York,Etsy.com,1798,Y,
12545,14411,626,Tise Itoru,108,Vial,Gear,Apple pay,6,1.0,2022-05-24 07:59:10,Thailand,Bangkok,Walmart.com,1815,Y,
12546,14412,200,Orvin Geratrent,10,Chain Mail,Armor,Gift card,4,75.0,2022-04-12 14:50:36,United States,Los Angeles,Hardhat.com,1822,Y,
12547,14413,401,Tustio Hecinde,43,War Pick,Weapons,Venmo,10,5.0,2022-07-31 22:49:36,United States,San Diego,Amazon.com,1799,N,Payment site timed out
12548,14414,993,Onso Mos,12,Plate,Armor,Venmo,7,1500.0,2022-07-04 05:40:36,Philippines,Manila,Blacksmithery.com,1800,N,Insuffecient Funds
12549,14415,940,Wionincu Precofis,61,Staff (Arcane Focus),Gear,Venmo,8,5.0,2022-01-04 03:52:26,United States,San Francisco,LarpersTrove.com,1801,Y,
12550,14416,805,Ofengn Lvinertane,12,Plate,Armor,Paypal,3,1500.0,2022-02-12 04:58:44,Philippines,Manila,Walmart.com,1800,N,Insuffecient Funds
12551,14417,900,Issta Cactheng,19,Light Hammer,Weapons,Venmo,4,2.0,2022-02-03 17:29:06,China,Weifang,Blacksmithery.com,1802,N,Insuffecient Funds
12552,14419,923,Hert Saheap,47,Hand Crossbow,Weapons,Gift card,4,75.0,2022-05-24 21:10:40,China,Tai’an,LarpersTrove.com,1823,N,Insuffecient Funds
12553,14420,130,Ayent Wandog,11,Splint,Armor,Apple pay,7,200.0,2022-06-25 07:42:45,Indonesia,Jakarta,Amazon.com,1816,Y,
12554,14421,107,Thatwati Clidan,26,Shortbow,Weapons,Google pay,3,25.0,2022-04-08 10:51:09,Bangladesh,Dhaka,Amazon.com,1788,N,Payment site timed out
12555,14422,870,Cical Mengemir,66,Book,Gear,Google pay,4,25.0,2022-02-26 00:45:41,Tanzania,Dar es Salaam,LarpersTrove.com,1789,Y,
12556,14423,951,Sisiv Branil,5,Chain Shirt,Armor,Apple pay,6,50.0,2022-02-15 05:34:52,Brazil,São Paulo,Etsy.com,1817,N,Failed to Authenticate buyer
12557,14424,999,Aspth Dince,6,Scale Mail,Armor,Paypal,10,50.0,2022-06-06 07:35:42,United States,Miami,Amazon.com,1801,N,Insuffecient Funds
12558,14425,609,Pterupi Ehengho,63,Backpack,Gear,Credit Card,8,20.0,2022-03-19 22:37:57,Indonesia,Jakarta,Hardhat.com,1796,Y,
12559,14426,958,Meton Dan,2,Leather,Armor,Cash app,6,10.0,2022-04-28 20:39:55,China,Shangqiu,yeoldestore.com,1794,Y,
12560,14427,460,Oftiesofo Firkivic,43,War Pick,Weapons,Google pay,5,5.0,2022-04-17 01:15:04,China,Jinan,Hardhat.com,1790,N,Insuffecient Funds
12561,14428,732,Ovinkenane Ofisci,35,Longsword,Weapons,Credit Card,7,15.0,2022-06-10 14:56:58,India,Mumbai,yeoldestore.com,1797,Y,
12562,14429,890,Code Pouni,19,Light Hammer,Weapons,Credit Card,5,2.0,2022-02-15 05:31:57,Brazil,São Paulo,Blacksmithery.com,1798,Y,
12563,14430,179,Allab Fffat,79,Component Pouch,Gear,Venmo,6,25.0,2022-03-27 21:59:13,China,Nanyang,yeoldestore.com,1804,N,Failed to Authenticate buyer
12564,14431,323,Ear Tolict,31,Greataxe,Weapons,Apple pay,7,50.0,2022-05-07 20:05:27,Congo (Kinshasa),Kinshasa,Blacksmithery.com,1818,N,Failed to Authenticate buyer
12565,14433,618,Stressesti Ifro,97,Lamp,Gear,Gift card,10,5.0,2022-08-15 02:03:31,Thailand,Bangkok,Amazon.com,1824,N,Insuffecient Funds
12566,14435,632,Ofr Fomer,66,Book,Gear,Credit Card,3,25.0,2022-03-27 12:42:53,China,Baoding,Blacksmithery.com,1800,Y,
12567,14436,894,Ticti Edec,21,Quarterstaff,Weapons,Google pay,7,2.0,2022-06-01 22:40:44,China,Baoding,Amazon.com,1792,N,Payment site timed out
12568,14438,653,Tatr Fanteesh,20,Mace,Weapons,Souls of my Enemys,10,5.0,2022-06-26 15:46:40,United States,Dallas,Etsy.com,1797,Y,
12569,14439,154,Itedouni Tindiorsa,44,Warhammer,Weapons,Gift card,4,15.0,2022-02-14 04:37:45,China,Beijing,yeoldestore.com,1825,N,Failed to Authenticate buyer
12570,14440,878,Tofori Clyovidi,101,Basic Poison (Vial),Gear,Credit Card,5,100.0,2022-04-20 19:03:44,India,Hyderābād,Amazon.com,1802,N,Failed to Authenticate buyer
12571,14442,546,Usofo Isplysec,12,Plate,Armor,Cash app,2,1500.0,2022-02-23 03:59:11,United States,Los Angeles,Etsy.com,1795,N,Payment site timed out
12572,14445,347,Hendei Ath,33,Halberd,Weapons,Venmo,1,20.0,2022-06-25 16:25:27,United States,Miami,yeoldestore.com,1806,Y,
12573,14446,124,Surrsur Rdurt,79,Component Pouch,Gear,Gift card,10,25.0,2022-06-27 08:20:16,Saudi Arabia,Jeddah,Etsy.com,1826,N,Failed to Authenticate buyer
12574,14447,608,Strouret Ophen,7,Breastplate,Armor,Credit Card,10,400.0,2022-04-13 14:13:18,United States,Hickory,yeoldestore.com,1803,Y,
12575,14450,599,Foysen Thimet,42,Trident,Weapons,Paypal,6,5.0,2022-06-27 06:35:29,Turkey,Istanbul,Hardhat.com,1805,N,Payment site timed out
12576,14451,752,SinsabVedunt,56,Sling Bullets (20),Gear,Google pay,6,0.5,2022-04-12 15:36:22,China,Beijing,Etsy.com,1793,N,Payment site timed out
12577,14452,841,Wheting Squte,9,Ring Mail,Armor,Cash app,5,30.0,2022-05-28 16:49:48,China,Shanghai,LarpersTrove.com,1796,N,Payment site timed out
12578,14453,734,Thapon Tanse,95,Ink (1 ounce bottle),Gear,Venmo,8,1.0,2022-02-01 07:53:27,United Kingdom,London,Hardhat.com,1807,Y,
12579,14454,228,Isserondi Lkerenoshe,8,Half Plate,Armor,Google pay,1,750.0,2022-06-25 18:56:37,Brazil,Rio de Janeiro,Walmart.com,1794,Y,
12580,14455,653,Tatr Fanteesh,97,Lamp,Gear,Cash app,3,5.0,2022-04-13 19:20:45,United States,Dallas,yeoldestore.com,1797,Y,
12581,14456,482,Jupedeyof Cesilr,62,Wand (Arcane Focus),Gear,Credit Card,5,10.0,2022-05-16 12:41:14,China,Xinpu,Etsy.com,1804,N,Card reported stolen
12582,14457,77,Tara Buber,43,War Pick,Weapons,Paypal,8,5.0,2022-01-23 09:51:48,India,Bangalore,Blacksmithery.com,1806,Y,
12583,14459,543,Nineno Antedreran,94,Hunting Trap,Gear,Souls of my Enemys,2,5.0,2022-06-08 04:28:00,Brazil,Rio de Janeiro,Hardhat.com,1798,Y,
12584,14460,834,Ofof Atyitr,86,Hammer,Gear,Apple pay,5,1.0,2022-06-01 14:37:43,France,Paris,Amazon.com,1820,Y,
12585,14462,131,Iesendic Inayof,58,Crystal (Arcane Focus),Gear,Apple pay,1,10.0,2022-01-14 20:19:14,Chile,Santiago,Blacksmithery.com,1821,N,Payment site timed out
12586,14463,155,Plinong Ano,61,Staff (Arcane Focus),Gear,Cash app,1,5.0,2022-07-19 14:15:15,India,Delhi,yeoldestore.com,1798,Y,
12587,14464,379,Ghoo Cendrendr,23,Spear,Weapons,Apple pay,4,10.0,2022-02-05 09:38:19,Greece,Athens,Etsy.com,1822,Y,
12588,14465,693,Audresed Danvens,18,Javelin,Weapons,Google pay,1,5.0,2022-05-28 15:49:13,United States,New York,yeoldestore.com,1795,Y,
12589,14466,965,Ftoury Ythin,33,Halberd,Weapons,Gift card,7,20.0,2022-01-29 04:12:21,United States,Atlanta,Amazon.com,1827,Y,
12590,14467,854,Fansh Aredvari,35,Longsword,Weapons,Paypal,7,15.0,2022-05-26 03:30:29,United States,Washington,Hardhat.com,1807,Y,
12591,14468,454,Shonacahi Tingu,64,Ball Bearings (100),Gear,Gift card,8,20.0,2022-01-10 16:10:49,United States,Bronx,Walmart.com,1828,Y,
12592,14469,265,Tithi Cugisi,76,Costume Clothes,Gear,Souls of my Enemys,8,15.0,2022-07-02 20:41:52,United States,New York,Walmart.com,1800,Y,
12593,14470,565,Timas Troreyou,51,Acid (vial),Gear,Google pay,1,25.0,2022-06-02 20:40:40,United States,Philadelphia,Walmart.com,1796,N,Insuffecient Funds
12594,14471,269,Ene Tis,90,Emblem (Holy Symbol),Gear,Souls of my Enemys,10,5.0,2022-04-29 06:28:01,China,Taizhou,Etsy.com,1801,Y,
12595,14472,636,Onmov Frec,64,Ball Bearings (100),Gear,Venmo,3,20.0,2022-01-15 09:54:23,Vietnam,Cần Thơ,Walmart.com,1809,Y,
12596,14473,304,Fforr Tienor,94,Hunting Trap,Gear,Paypal,3,5.0,2022-06-14 12:01:48,Nigeria,Lagos,Amazon.com,1808,Y,
12597,14475,898,Mpriooisol Ndimay,78,Traveler's Clothes,Gear,Venmo,10,20.0,2022-06-30 22:38:56,United States,New York,Etsy.com,1811,Y,
12598,14476,727,Wiedi Vit,18,Javelin,Weapons,Credit Card,10,5.0,2022-06-27 17:16:23,United States,Jacksonville,yeoldestore.com,1805,Y,
12599,14478,506,Takiveren Idarg,90,Emblem (Holy Symbol),Gear,Gift card,7,5.0,2022-02-23 12:54:12,United States,New York,LarpersTrove.com,1829,Y,
12600,14479,608,Strouret Ophen,5,Chain Shirt,Armor,Apple pay,6,50.0,2022-02-18 00:31:54,United States,Hickory,LarpersTrove.com,1823,Y,
12601,14480,173,Dalend Ker,103,Rations (1 day),Gear,Cash app,4,5.0,2022-06-12 21:12:15,China,Rizhao,Walmart.com,1799,N,Payment site timed out
12602,14481,162,Amydesc Sow,103,Rations (1 day),Gear,Paypal,10,5.0,2022-04-30 09:10:01,Mexico,Mexico City,Walmart.com,1809,N,Payment site timed out
12603,14482,929,Dques Onsenow,62,Wand (Arcane Focus),Gear,Venmo,2,10.0,2022-08-07 04:20:21,Mexico,Guadalajara,Blacksmithery.com,1812,N,Failed to Authenticate buyer
12604,14484,47,Latizescou Wetons,36,Maul,Weapons,Souls of my Enemys,10,10.0,2022-01-31 02:18:47,China,Ningde,yeoldestore.com,1802,N,What is this; Why is it screaming
12605,14485,930,Panstous Mpllug,74,Climber's Kit,Gear,Apple pay,1,25.0,2022-04-16 15:13:17,Indonesia,Jakarta,yeoldestore.com,1824,Y,
12606,14486,455,Cove Ncthoou,53,Arrows (20),Gear,Gift card,10,10.0,2022-06-20 09:04:04,China,Xiamen,Etsy.com,1830,Y,
12607,14488,965,Ftoury Ythin,82,Totem (Druidic Focus),Gear,Apple pay,5,1.0,2022-03-30 03:22:37,United States,Atlanta,Walmart.com,1825,Y,
12608,14489,718,Thtart Grrgeceav,104,Robes,Gear,Venmo,6,10.0,2022-01-21 17:53:35,United States,Phoenix,Amazon.com,1813,N,Payment site timed out
12609,14490,272,Bublatelly Pard,4,Hide,Armor,Apple pay,5,10.0,2022-05-10 17:27:09,Senegal,Dakar,Etsy.com,1826,N,Insuffecient Funds
12610,14491,769,Whesth Merg,12,Plate,Armor,Apple pay,10,1500.0,2022-01-10 16:18:30,United States,New York,Amazon.com,1827,Y,
12611,14492,30,Ceyintost Alefoouth,109,Waterskin,Gear,Apple pay,7,2.0,2022-01-19 16:18:26,India,Delhi,LarpersTrove.com,1828,N,Insuffecient Funds
12612,14493,969,Depr Hes,1,Padded,Armor,Credit Card,6,5.0,2022-05-22 13:09:16,Philippines,Manila,Etsy.com,1807,Y,
12613,14494,317,Itinan Autaum,30,Glaive,Weapons,Cash app,4,200.0,2022-05-04 22:42:27,China,Shenzhen,Etsy.com,1801,N,Failed to Authenticate buyer
12614,14496,893,Wheredin Inudi,5,Chain Shirt,Armor,Venmo,10,50.0,2022-02-20 01:15:03,China,Guangzhou,Amazon.com,1814,Y,
12615,14497,312,Pheet Ithuthede,90,Emblem (Holy Symbol),Gear,Google pay,3,5.0,2022-01-11 11:39:47,Japan,Tokyo,Etsy.com,1797,N,Insuffecient Funds
12616,14498,868,Onica Ather,51,Acid (vial),Gear,Paypal,7,25.0,2022-03-24 03:57:56,Japan,Ōsaka,Walmart.com,1811,N,Insuffecient Funds
12617,14499,760,Obyall Titanc,78,Traveler's Clothes,Gear,Google pay,5,20.0,2022-02-09 14:44:22,United States,Minneapolis,Blacksmithery.com,1798,N,Insuffecient Funds
12618,14500,949,Altibe Prensthase,78,Traveler's Clothes,Gear,Apple pay,3,20.0,2022-01-18 12:49:55,Brazil,São Paulo,LarpersTrove.com,1830,Y,
12619,14501,59,Weefrorisi Hizexi,22,Sickle,Weapons,Paypal,6,1.0,2022-02-01 02:24:12,China,Fuzhou,Blacksmithery.com,1812,Y,
12620,14503,886,Withint Alsses,57,Antitoxin (vial),Gear,Paypal,6,50.0,2022-03-13 14:45:52,United States,Philadelphia,Amazon.com,1813,N,Payment site timed out
12621,14504,183,Cach Alatidsll,6,Scale Mail,Armor,Credit Card,6,50.0,2022-06-04 04:22:27,Iran,Mashhad,Blacksmithery.com,1808,N,Incorrect CCV
12622,14505,423,Onenke Ser,1,Padded,Armor,Apple pay,4,5.0,2022-07-04 06:40:11,United States,Los Angeles,Etsy.com,1831,Y,
12623,14507,312,Pheet Ithuthede,48,Heavy Crossbow,Weapons,Souls of my Enemys,3,50.0,2022-01-14 17:25:46,Japan,Tokyo,Hardhat.com,1803,N,What is this; Why is it screaming
12624,14508,670,Dorrae Geduth,108,Vial,Gear,Souls of my Enemys,9,1.0,2022-01-13 00:34:51,Japan,Tokyo,Amazon.com,1804,Y,
12625,14509,263,Pidec Evexug,94,Hunting Trap,Gear,Venmo,8,5.0,2022-03-14 19:59:04,India,Allahābād,Blacksmithery.com,1815,N,Payment site timed out
12626,14510,330,Alanonu Fisedung,3,Studded Leather,Armor,Apple pay,3,45.0,2022-05-11 12:24:26,China,Huanggang,Amazon.com,1832,N,Payment site timed out
12627,14511,950,Pilaldvin Aruander,58,Crystal (Arcane Focus),Gear,Venmo,3,10.0,2022-07-22 15:16:31,United States,Miami,Blacksmithery.com,1816,N,Payment site timed out
12628,14512,149,Alaiorondi Phondun,15,Dagger,Weapons,Credit Card,2,2.0,2022-06-20 10:54:42,Japan,Tokyo,Blacksmithery.com,1809,Y,
12629,14513,973,Omyole Terts,45,Whip,Weapons,Apple pay,10,2.0,2022-07-07 08:32:10,United States,New York,Walmart.com,1833,Y,
12630,14514,367,Dexilstaw Toour,106,Spellbook,Gear,Souls of my Enemys,5,50.0,2022-03-16 13:25:02,Rassia,Moscow,Amazon.com,1805,Y,
12631,14515,946,Pinduate Sangi,15,Dagger,Weapons,Gift card,2,2.0,2022-03-15 15:28:30,China,Tongshan,Amazon.com,1831,Y,
12632,14516,510,Abyof Owatrenw,28,Battleaxe,Weapons,Google pay,5,10.0,2022-06-30 08:13:00,United States,New York,Walmart.com,1800,N,Insuffecient Funds
12633,14517,835,Leverchi Pofofuner,29,Flail,Weapons,Gift card,10,10.0,2022-02-11 14:36:11,United States,New York,Walmart.com,1832,Y,
12634,14518,715,Athesee Setp,25,Dart,Weapons,Apple pay,1,0.5,2022-01-31 21:56:35,Thailand,Bangkok,Blacksmithery.com,1834,N,Payment site timed out
12635,14519,643,Isen Liessthmen,19,Light Hammer,Weapons,Cash app,3,2.0,2022-07-26 13:28:39,China,Guankou,Blacksmithery.com,1803,Y,
12636,14521,188,Chatedis Oft,23,Spear,Weapons,Cash app,4,10.0,2022-02-21 12:53:31,United States,Houston,Etsy.com,1804,Y,
12637,14522,914,Owa Ianaro,5,Chain Shirt,Armor,Paypal,6,50.0,2022-05-12 04:50:34,United States,Houston,Etsy.com,1814,N,Insuffecient Funds
12638,14524,597,Olipo Fened,55,Crossbow Bolts (20),Gear,Credit Card,7,10.0,2022-03-28 15:25:34,Japan,Tokyo,Amazon.com,1810,Y,
12639,14526,388,Ardere Chen,22,Sickle,Weapons,Souls of my Enemys,7,1.0,2022-05-16 20:52:44,United States,New York,Hardhat.com,1807,Y,
12640,14527,880,Nereutusi Thedu,62,Wand (Arcane Focus),Gear,Google pay,1,10.0,2022-01-06 02:47:34,United States,Sacramento,Etsy.com,1801,Y,
12641,14528,212,Fongns Want,86,Hammer,Gear,Souls of my Enemys,6,1.0,2022-02-01 10:25:45,Japan,Ōsaka,LarpersTrove.com,1808,N,Soul type not excepted
12642,14529,299,Matinof Teltyof,9,Ring Mail,Armor,Apple pay,9,30.0,2022-03-17 21:18:56,China,Shantou,yeoldestore.com,1835,N,Insuffecient Funds
12643,14530,518,Travast Tenn,10,Chain Mail,Armor,Venmo,8,75.0,2022-03-29 21:42:54,Indonesia,Jakarta,Blacksmithery.com,1819,N,Payment site timed out
12644,14531,146,Nabep Therinkisp,47,Hand Crossbow,Weapons,Google pay,8,75.0,2022-04-13 06:38:51,Malaysia,Kuala Lumpur,Walmart.com,1802,Y,
12645,14532,640,Souagaj Terdi,1,Padded,Armor,Souls of my Enemys,10,5.0,2022-06-25 06:33:05,China,Shenyang,Walmart.com,1809,Y,
12646,14534,673,Acoron Onumysithi,6,Scale Mail,Armor,Apple pay,5,50.0,2022-06-23 05:57:17,United States,Orlando,Hardhat.com,1837,Y,
12647,14535,324,Coman Bilealard,35,Longsword,Weapons,Paypal,5,15.0,2022-04-26 01:12:49,United States,Manhattan,Hardhat.com,1815,Y,
12648,14536,718,Thtart Grrgeceav,30,Glaive,Weapons,Gift card,2,200.0,2022-01-30 00:17:32,United States,Phoenix,Amazon.com,1833,N,Insuffecient Funds
12649,14537,775,Asi Cieclede,72,Chalk (10 piece),Gear,Credit Card,3,1.0,2022-07-09 10:20:13,China,Beijing,Blacksmithery.com,1811,Y,
12650,14538,45,Wegesctofo Thead,56,Sling Bullets (20),Gear,Credit Card,1,0.5,2022-01-23 11:49:42,Mexico,Mexico City,yeoldestore.com,1812,N,Insuffecient Funds
12651,14539,333,Keseng Onofo,102,Potion of Healing,Gear,Apple pay,6,50.0,2022-08-13 08:13:05,China,Dazhou,LarpersTrove.com,1838,N,Payment site timed out
12652,14540,69,Sen Ppprcr,81,Sprig of Mistletoe (Druidic Focus),Gear,Apple pay,10,1.0,2022-06-07 14:43:04,United States,Los Angeles,yeoldestore.com,1839,Y,
12653,14541,263,Pidec Evexug,12,Plate,Armor,Souls of my Enemys,5,1500.0,2022-06-09 21:26:29,India,Allahābād,Hardhat.com,1810,Y,
12654,14542,547,Jath Adin,6,Scale Mail,Armor,Google pay,8,50.0,2022-05-13 16:40:18,China,Xianyang,Etsy.com,1803,Y,
12655,14543,382,Tyges Wheleni,69,Caltrops (20),Gear,Apple pay,8,10.0,2022-03-18 21:42:09,China,Taizhou,Amazon.com,1840,N,Payment site timed out
12656,14544,66,Utysuinde Inesizar,100,Oil (Flask),Gear,Souls of my Enemys,8,1.0,2022-06-04 03:53:58,China,Handan,Amazon.com,1811,Y,
12657,14545,195,Attise Geshora,69,Caltrops (20),Gear,Paypal,7,10.0,2022-07-19 10:18:39,Indonesia,Jakarta,Walmart.com,1816,Y,
12658,14546,341,Preng Mersitili,101,Basic Poison (Vial),Gear,Credit Card,10,100.0,2022-08-08 21:39:07,United States,Phoenix,Blacksmithery.com,1813,N,Incorrect CCV
12659,14547,440,Isen Angar,41,Shortsword,Weapons,Credit Card,10,10.0,2022-04-28 14:19:38,United States,Los Angeles,yeoldestore.com,1814,Y,
12660,14548,710,Iedire Iesileh,65,Bedroll,Gear,Credit Card,4,1000.0,2022-05-29 20:24:14,Japan,Tokyo,Hardhat.com,1815,Y,
12661,14549,560,Shea Kerer,3,Studded Leather,Armor,Souls of my Enemys,4,45.0,2022-04-10 17:00:40,United States,New York,Hardhat.com,1812,N,Soul type not excepted
12662,14550,392,Teabre Amandit,79,Component Pouch,Gear,Google pay,5,25.0,2022-03-19 01:16:45,United States,New York,LarpersTrove.com,1804,N,Insuffecient Funds
12663,14551,514,Dredemmuti Amorore,101,Basic Poison (Vial),Gear,Gift card,2,100.0,2022-04-24 20:40:03,Indonesia,Jakarta,Etsy.com,1834,N,Insuffecient Funds
12664,14554,723,Ilofaborol Oforo,104,Robes,Gear,Gift card,2,10.0,2022-03-29 08:04:08,China,Anshan,Etsy.com,1835,Y,
12665,14556,880,Nereutusi Thedu,71,Chain (10 ft),Gear,Google pay,4,5.0,2022-06-16 21:03:18,United States,Sacramento,LarpersTrove.com,1805,N,Payment site timed out
12666,14557,249,Oungusera Amewantil,109,Waterskin,Gear,Google pay,9,2.0,2022-06-17 14:12:04,Japan,Nagoya,LarpersTrove.com,1806,N,Insuffecient Funds
12667,14558,871,Feeued Aretystre,32,Greatsword,Weapons,Apple pay,7,50.0,2022-03-27 02:23:33,China,Guangzhou,Amazon.com,1841,N,Insuffecient Funds
12668,14559,544,Tlethue Anthenin,37,Morningstar,Weapons,Apple pay,10,15.0,2022-04-06 10:50:07,United States,Los Angeles,Walmart.com,1842,N,Insuffecient Funds
12669,14560,713,Broiv Bllalann,101,Basic Poison (Vial),Gear,Paypal,6,100.0,2022-07-02 11:04:34,United States,Seattle,yeoldestore.com,1817,N,Payment site timed out
12670,14561,531,Orver Ofo,94,Hunting Trap,Gear,Paypal,3,5.0,2022-07-24 06:43:58,China,Chaoyang,Amazon.com,1818,Y,
12671,14562,578,Esim Mesin,103,Rations (1 day),Gear,Gift card,6,5.0,2022-07-19 07:37:24,United States,New York,yeoldestore.com,1836,Y,
12672,14563,268,Ivedints Enighindic,59,Orb (Arcane Focus),Gear,Credit Card,8,20.0,2022-06-30 14:58:42,China,Hefei,Walmart.com,1817,Y,
12673,14564,56,Fitherio Indig,10,Chain Mail,Armor,Venmo,a,75.0,2022-01-28 17:46:09,United States,New York,Amazon.com,1820,Y,
12674,14565,64,Ilefono Herala,31,Greataxe,Weapons,Souls of my Enemys,5,50.0,2022-01-31 17:53:18,South Korea,Seoul,Hardhat.com,1814,Y,
12675,14566,87,Nvaneret Weroug,48,Heavy Crossbow,Weapons,Gift card,10,50.0,2022-02-01 18:19:21,United States,Minneapolis,Etsy.com,1837,Y,
12676,14567,796,Tthol Condi,11,Splint,Armor,Cash app,5,200.0,2022-05-03 00:58:35,Indonesia,Jakarta,Walmart.com,1806,N,Payment site timed out
12677,14568,149,Alaiorondi Phondun,36,Maul,Weapons,Credit Card,7,10.0,2022-05-28 05:09:45,Japan,Tokyo,Etsy.com,1818,N,Card Type Not Supported
12678,14569,425,Walishe Thifa,97,Lamp,Gear,Paypal,4,5.0,2022-03-30 22:42:08,Russia,Moscow,Etsy.com,1819,Y,
12679,14570,775,Asi Cieclede,41,Shortsword,Weapons,Souls of my Enemys,6,10.0,2022-03-03 17:03:00,China,Beijing,Amazon.com,1815,Y,
12680,14571,1000,Tikl Thoremy,50,Net,Weapons,Venmo,7,1.0,2022-07-14 11:26:28,China,Hefei,LarpersTrove.com,1821,Y,
12681,14572,470,Soteresere Thowanf,5,Chain Shirt,Armor,Credit Card,4,50.0,2022-07-18 00:56:36,Pakistan,Karachi,Walmart.com,1819,Y,
12682,14573,521,Uiv Aro,11,Splint,Armor,Cash app,8,200.0,2022-01-10 02:29:45,United States,Miami,Amazon.com,1807,N,Failed to Authenticate buyer
12683,14575,194,Ours Thatif,34,Lance,Weapons,Venmo,5,10.0,2022-07-23 10:46:36,China,Guangyuan,Hardhat.com,1823,Y,
12684,14576,124,Surrsur Rdurt,59,Orb (Arcane Focus),Gear,Apple pay,10,20.0,2022-08-11 02:51:37,Saudi Arabia,Jeddah,yeoldestore.com,1843,N,Insuffecient Funds
12685,14577,483,Techofti And,74,Climber's Kit,Gear,Cash app,3,25.0,2022-04-06 11:55:07,Philippines,Manila,LarpersTrove.com,1808,N,Failed to Authenticate buyer
12686,14578,395,Arthensewh Mphe,46,Blowgun,Weapons,Gift card,2,10.0,2022-02-13 21:12:56,United States,Los Angeles,Hardhat.com,1838,Y,
12687,14579,467,Ted Worouldog,1,Padded,Armor,Gift card,9,5.0,2022-05-03 20:21:58,China,Jinan,Etsy.com,1839,Y,
12688,14580,443,Turun Tashan,82,Totem (Druidic Focus),Gear,Apple pay,5,1.0,2022-07-28 07:42:35,United States,New York,Walmart.com,1844,N,Payment site timed out
12689,14581,969,Depr Hes,9,Ring Mail,Armor,Google pay,9,30.0,2022-05-09 06:16:45,Philippines,Manila,Hardhat.com,1807,Y,
12690,14582,906,Ivaus Poma,25,Dart,Weapons,Souls of my Enemys,1,0.5,2022-08-14 18:47:47,India,Kolkāta,LarpersTrove.com,1816,N,Insuffecient Souls
12691,14583,665,Ttyofo Tevo,11,Splint,Armor,Cash app,1,200.0,2022-07-11 19:14:27,India,Delhi,Walmart.com,1809,N,Insuffecient Funds
12692,14584,408,Iane Dal,18,Javelin,Weapons,Souls of my Enemys,3,5.0,2022-01-02 00:51:50,Indonesia,Jakarta,Walmart.com,1817,N,What is this; Why is it screaming
12693,14585,990,Ethect Wasim,12,Plate,Armor,Cash app,7,1500.0,2022-05-01 20:11:37,United States,Washington,Etsy.com,1810,N,Failed to Authenticate buyer
12694,14586,191,Faprirese Ptot,107,Torch,Gear,Credit Card,4,1.0,2022-06-22 10:22:31,Iran,Tehran,Amazon.com,1820,Y,
12695,14587,455,Cove Ncthoou,58,Crystal (Arcane Focus),Gear,Credit Card,1,10.0,2022-04-10 05:33:46,China,Xiamen,yeoldestore.com,1821,Y,
12696,14588,163,Fiese Neti,51,Acid (vial),Gear,Credit Card,3,25.0,2022-01-14 22:23:13,China,Tangshan,Amazon.com,1822,N,Card reported stolen
12697,14589,868,Onica Ather,29,Flail,Weapons,Google pay,1,10.0,2022-05-08 18:46:08,Japan,Ōsaka,Blacksmithery.com,1808,N,Payment site timed out
12698,14590,128,Fesutharc Sseo,42,Trident,Weapons,Venmo,10,5.0,2022-05-22 18:04:47,Poland,Warsaw,Blacksmithery.com,1824,N,Insuffecient Funds
12699,14591,46,Teetuly Oseri,100,Oil (Flask),Gear,Paypal,6,1.0,2022-04-18 15:40:57,France,Paris,Walmart.com,1820,N,Payment site timed out
12700,14592,379,Ghoo Cendrendr,8,Half Plate,Armor,Venmo,2,750.0,2022-03-09 02:09:41,Greece,Athens,Hardhat.com,1825,N,Insuffecient Funds
