1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, United States, Tacoma, Tesco, Cash, 42176, Y, 
14333, c_14333, 지연 이, 114, Webcam, Technology, 6, $720.0, 2021-06-14 20:03:48, Korea, 태백시, Tesco, Card, 47912, N, Invalid card number
14334, c_14334, 종수 박, 207, Kahkis, Clothes, 2, $30.0, 2021-06-24 13:43:51, Korea, 부천시, Tesco, Cash, 70655, N, Insufficent funds
14335, c_14335, 성수 최, 214, Suits, Clothes, 2, $240.0, 2021-06-24 13:43:51, Korea, 구리시, Tesco, Card, 11730, Y, 
14336, c_14336, 경희 김, 101, Hard Drives, Technology, 2, $250.0, 2021-02-03 20:09:17, Korea, 천안시 동남구, Tesco, Gift card, 38219, N, Insufficent funds
14337, c_14337, 현숙 강, 105, Electronic Locks, Technology, 4, $340.0, 2021-12-07 15:36:49, Korea, 증평군, Mediamarkt, Card, 10170, Y, 
14338, c_14338, 지현 안, 405, Textbooks, School Items, 4, $260.0, 2021-12-07 15:36:49, Korea, 양구군, Mediamarkt, Internet Banking, 26885, Y, 
14339, c_14339, 경자 황, 311, Ottoman, Furniture, 7, $350.0, 2021-12-23 18:32:05, Korea, 포천시, Tesco, Electronic, 94901, N, Account locked
14340, c_14340, 은서 김, 111, Earbuds, Technology, 7, $840.0, 2021-12-23 18:32:05, Korea, 태백시, Tesco, Internet Banking, 31096, Y, 
14341, c_14341, 상현 양, 413, Sketchbooks, School Items, 10, $30.0, 2021-12-21 13:17:41, Korea, 구리시, Amazon, Cash, 94106, N, Insufficent funds
14342, c_14342, 지연 남, 114, Webcam, Technology, 5, $600.0, 2021-02-12 15:26:11, Korea, 파주시, Tesco, Cash, 82050, N, Insufficent funds
14343, c_14343, 성호 김, 110, Remotes, Technology, 8, $200.0, 2021-06-16 12:28:10, Korea, 논산시, Tesco, Internet Banking, 33088, Y, 
14344, c_14344, 하은 윤, 300, Chairs, Furniture, 8, $480.0, 2021-06-16 12:28:10, Korea, 부여군, Tesco, Card, 28382, Y, 
14345, c_14345, 도현 김, 423, Index cards, School Items, 2, $4.0, 2021-12-10 17:10:16, Korea, 안양시 만안구, Amazon, Internet Banking, 67112, Y, 
14346, c_14346, 미영 이, 301, Couches, Furniture, 4, $1200.0, 2021-12-09 11:35:47, Korea, 제천시, Tesco, Cash, 47011, Y, 
fourteen thousand three hundred and forty-seventh, c_14347, 준호 홍, 211, Glasses, Clothes, 4, $236.0, 2021-12-09 11:35:47, Korea, 보령시, Tesco, Gift card, 71931, Y, 
14348, c_14348, 지은 홍, 405, Textbooks, School Items, 9, $585.0, 2021-12-27 10:28:48, Korea, 부천시, Tesco, Electronic, 97045, N, Account locked
14349, c_14349, 진우 안, 223, Belts, Clothes, 9, $378.0, 2021-12-27 10:28:48, Korea, 영동군, Tesco, Card, 63271, Y, 
14350, c_14350, 상호 이, 226, Watch, Clothes, 5, $300.0, 2021-06-24 15:14:50, Korea, 수원시 장안구, Tesco, Gift card, 82210, Y, 
14351, c_14351, 하은 박, 209, Dresses, Clothes, 5, $495.0, 2021-01-19 10:26:59, Korea, 부천시 오정구, Tesco, Internet Banking, 58544, Y, 
14352, c_14352, 영미 이, 418, Glue Stick, School Items, 3, $3.0, 2021-11-01 09:21:12, Korea, 춘천시, Tesco, Electronic, 45033, Y, 
14353, c_14353, 정희 권, 226, Watch, Clothes, 5, $300.0, 2021-07-25 20:34:45, Korea, 화성시, Tesco, Card, 15714, Y, 
14354, c_14354, 서준 김, 115, USB, Technology, 10, $150.0, 2021-12-11 16:43:23, Korea, 화천군, Amazon, Gift card, 89731, Y, 
14355, c_14355, 경숙 김, 414, Notepads, School Items, 1, $3.0, 2021-12-15 13:52:09, Korea, 고양시 일산동구, Tesco, Card, 77876, N, Invalid zip code
14356, c_14356, 영일 김, 301, Couches, Furniture, 1, $300.0, 2021-12-15 13:52:09, Korea, 하남시, Tesco, Gift card, 94705, Y, 
14357, c_14357, 정남 진, 207, Kahkis, Clothes, 1, $15.0, 2021-11-18 08:05:02, Korea, 영월군, Amazon, Cash, 63547, Y, 
14358, c_14358, 정순 박, 300, Chairs, Furniture, 3, $180.0, 2021-06-22 16:02:12, Korea, 남양주시, Tesco, Internet Banking, 46001, N, Account locked
14359, c_14359, 예준 김, 209, Dresses, Clothes, 8, $792.0, 2021-08-13 16:46:52, Korea, 용인시 수지구, Amazon, Electronic, 88309, Y, 
14360, c_14360, 영희 최, 204, Formal Wear, Clothes, 3, $360.0, 2021-12-21 18:03:46, Korea, 의정부시, Amazon, Card, 18092, Y, 
14361, c_14361, 상철 문, 302, Recliners, Furniture, 10, $1650.0, 2021-09-09 08:12:45, Korea, 여주시, Tesco, Cash, 29883, Y, 
fourteen thousand three hundred and sixty-second, c_14362, 유진 우, 104, Headphones, Technology, 3, $390.0, 2021-01-12 19:10:56, Korea, 성남시, Tesco, Cash, 11689, Y, 
14363, c_14363, 경희 윤, 308, Chest, Furniture, 4, $320.0, 2021-11-16 20:20:37, Korea, 안양시 동안구, Tesco, Internet Banking, 49641, Y, 
14364, c_14364, 승민 강, 219, Boxers, Clothes, 4, $20.0, 2021-07-17 17:26:58, Korea, 성남시 분당구, Amazon, Electronic, 43116, N, Account locked
14365, c_14365, 예은 백, 213, Tracksuit, Clothes, 2, $98.0, 2021-01-07 18:04:20, Korea, 천안시 서북구, Tesco, Card, 57018, N, Invalid CVV
14366, c_14366, 상훈 박, 214, Suits, Clothes, 5, $600.0, 2021-06-08 13:43:14, Korea, 군포시, Tesco, Internet Banking, 82449, Y, 
14367, c_14367, 은영 이, 413, Sketchbooks, School Items, 4, $12.0, 2021-10-02 14:21:26, Korea, 금산군, Tesco, Gift card, 91338, Y, 
fourteen thousand three hundred and sixty-eighth, c_14368, 경자 이, 306, Bookcase, Furniture, 4, $600.0, 2021-10-02 14:21:26, Korea, 부천시 오정구, Tesco, Electronic, 30738, N, Account locked
14369, c_14369, 수진 이, 225, Cap, Clothes, 5, $100.0, 2021-12-14 17:20:28, Korea, 금산군, Tesco, Internet Banking, 59059, Y, 
14370, c_14370, 선영 양, 306, Bookcase, Furniture, 7, $1050.0, 2021-10-09 13:27:24, Korea, 음성군, Amazon, Card, 11141, N, Invalid zip code
14371, c_14371, 성현 전, 408, Rulers, School Items, 7, $14.0, 2021-10-09 13:27:24, Korea, 청주시 흥덕구, Amazon, Card, 84382, Y, 
14372, c_14372, 건우 심, 310, Ladders, Furniture, 6, $138.0, 2021-12-15 20:19:09, Korea, 영월군, Amazon, Internet Banking, 93118, Y, 
14373, c_14373, 서윤 이, 206, Swimwear, Clothes, 6, $174.0, 2021-12-15 20:19:09, Korea, 청주시 상당구, Amazon, Electronic, 43660, Y, 
14374, c_14374, 지혜 김, 408, Rulers, School Items, 8, $16.0, 2021-02-01 15:58:50, Korea, 인제군, Tesco, Card, 17016, Y, 
14375, c_14375, 현준 이, 302, Recliners, Furniture, 5, $825.0, 2021-12-12 15:18:49, Korea, 부천시 소사구, Amazon, Gift card, 33550, Y, 
14376, c_14376, 은서 김, 301, Couches, Furniture, 5, $1500.0, 2021-10-21 10:44:13, Korea, 용인시 수지구, Tesco, Electronic, 46754, N, Account locked
14377, c_14377, 상현 박, 103, Microwaves, Technology, 4, $640.0, 2021-04-08 15:49:45, Korea, 수원시 권선구, Tesco, Card, 78738, Y, 
14378, c_14378, 예준 강, 206, Swimwear, Clothes, 4, $116.0, 2021-04-08 15:49:45, Korea, 아산시, Tesco, Electronic, 19597, Y, 
14379, c_14379, 영철 이, 306, Bookcase, Furniture, 2, $300.0, 2021-12-28 09:18:12, Korea, 구리시, Tesco, Internet Banking, 83211, N, Account locked
14380, c_14380, 성훈 박, 313, Cupboard, Furniture, 1, $90.0, 2021-11-07 17:40:38, Korea, 구리시, Amazon, Electronic, 92367, N, Account locked
14381, c_14381, 주원 김, 103, Microwaves, Technology, 9, $1440.0, 2021-12-26 17:01:30, Korea, 청주시 흥덕구, bazos, Gift card, 31749, Y, 
14382, c_14382, 현숙 김, 304, Cabinets, Furniture, 6, $480.0, 2021-11-10 10:29:12, Korea, 남양주시, Tesco, Internet Banking, 35784, Y, 
14383, c_14383, 영환 김, 202, Shoes, Clothes, 10, $600.0, 2021-07-07 17:45:31, Korea, 강릉시, Tesco, Card, 54843, Y, 
14384, c_14384, 영수 이, 100, Laptops, Technology, 10, $4500.0, 2021-07-07 17:45:31, Korea, 태백시, Tesco, Cash, 78779, N, Insufficent funds
14385, c_14385, 영길 한, 300, Chairs, Furniture, 3, $180.0, 2021-12-07 20:51:00, Korea, 천안시 서북구, Amazon, Cash, 85851, N, Insufficent funds
14386, c_14386, 은주 이, 216, Coats, Clothes, 3, $60.0, 2021-12-19 19:13:20, Korea, 부천시 소사구, Tesco, Card, 53782, Y, 
14387, c_14387, 성현 김, 305, Clocks, Furniture, 9, $900.0, 2021-12-14 11:28:26, Korea, 고양시 일산동구, Amazon, Electronic, 81587, Y, 
14388, c_14388, 정자 이, 110, Remotes, Technology, 9, $225.0, 2021-12-14 11:28:26, Korea, 천안시 서북구, Amazon, Internet Banking, 61258, Y, 
14389, c_14389, 순옥 최, 102, Phones, Technology, 2, $1200.0, 2021-01-27 18:47:51, Korea, 천안시 서북구, Tesco, Cash, 12838, Y, 
14390, c_14390, 예준 안, 413, Sketchbooks, School Items, 4, $12.0, 2021-12-06 12:43:31, Korea, 충주시, Amazon, Cash, 52297, Y, 
fourteen thousand three hundred and ninety-first, c_14391, 옥순 이, 311, Ottoman, Furniture, 10, $500.0, 2021-10-26 17:06:27, Korea, 성남시 중원구, Tesco, Card, 13473, Y, 
14392, c_14392, 상철 민, 101, Hard Drives, Technology, 3, $375.0, 2021-12-04 15:43:38, Korea, 청주시 청원구, Tesco, Cash, 90497, Y, 
14393, c_14393, 지아 김, 315, Grandfather clock, Furniture, 5, $2500.0, 2021-12-28 10:34:40, Korea, 음성군, Amazon, Card, 75986, Y, 
14394, c_14394, 민석 이, 223, Belts, Clothes, 5, $210.0, 2021-12-28 10:34:40, Korea, 고양시 일산서구, Amazon, Cash, 10059, Y, 
14395, c_14395, 하윤 김, 100, Laptops, Technology, 5, $2250.0, 2021-12-25 14:47:52, Korea, 공주시, Amazon, Internet Banking, 66302, Y, 
14396, c_14396, 윤서 김, 101, Hard Drives, Technology, 7, $875.0, 2021-12-03 18:07:19, Korea, 음성군, Amazon, Internet Banking, 75581, Y, 
14397, c_14397, 예원 권, 310, Ladders, Furniture, 5, $115.0, 2021-06-15 12:34:48, Korea, 청주시 서원구, Tesco, Internet Banking, 77217, Y, 
14398, c_14398, 선영 곽, 404, Chromebooks, School Items, 5, $600.0, 2021-06-15 12:34:48, Korea, 금산군, Tesco, Electronic, 20650, N, Account locked
14399, c_14399, 수빈 서, 117, Fridges, Technology, 8, $2160.0, 2021-10-13 09:22:02, Korea, 고양시 일산서구, Tesco, Internet Banking, 36434, N, Account locked
14400, c_14400, 진우 김, 305, Clocks, Furniture, 10, $1000.0, 2021-12-21 19:52:27, Korea, 괴산군, Amazon, Electronic, 91711, Y, 
14401, c_14401, 영환 최, 301, Couches, Furniture, 8, $2400.0, 2021-11-17 19:07:33, Korea, 아산시, Amazon, Cash, 82707, Y, 
14402, c_14402, 하은 김, 115, USB, Technology, 10, $150.0, 2021-12-14 11:41:31, Korea, 청주시 흥덕구, Amazon, Electronic, 56620, Y, 
14403, c_14403, 영진 이, 120, Virtual Assistant, Technology, 8, $1432.0, 2021-04-17 10:44:24, Korea, 안양시, Tesco, Internet Banking, 28666, N, Account locked
14404, c_14404, 은경 김, 224, Wallet, Clothes, 8, $520.0, 2021-04-17 10:44:24, Korea, 부천시, Tesco, Card, 33319, Y, 
14405, c_14405, 주원 노, 412, Uniforms, School Items, 1, $20.0, 2021-09-16 18:54:39, Korea, 수원시 팔달구, Tesco, Gift card, 36400, N, Insufficent funds
14406, c_14406, 승현 이, 306, Bookcase, Furniture, 7, $1050.0, 2021-11-24 11:34:44, Korea, 광명시, Tesco, Electronic, 17689, Y, 
14407, c_14407, 정웅 남, 315, Grandfather clock, Furniture, 8, $4000.0, 2021-11-14 10:25:29, Korea, 안산시 상록구, Tesco, Cash, 50892, N, Insufficent funds
14408, c_14408, 정자 황, 221, Scarves, Clothes, 2, $36.0, 2021-03-19 14:09:46, Korea, 안산시 상록구, Tesco, Card, 45632, Y, 
14409, c_14409, 승민 허, 403, Erasers, School Items, 2, $3.0, 2021-12-24 16:35:01, Korea, 화성시, Amazon, Gift card, 29593, Y, 
14410, c_14410, 민수 송, 314, Cradle, Furniture, 5, $645.0, 2021-03-05 15:12:53, Korea, 안양시 만안구, Tesco, Cash, 78967, Y, 
14411, c_14411, 정웅 문, 113, Mouse, Technology, 8, $640.0, 2021-12-11 18:20:19, Korea, 이천시, Tesco, Electronic, 50437, Y, 
14412, c_14412, 지원 박, 303, Tables, Furniture, 8, $2800.0, 2021-12-11 18:20:19, Korea, 양구군, Tesco, Internet Banking, 87147, Y, 
14413, c_14413, 영순 김, 416, Folders, School Items, 6, $6.0, 2021-01-23 11:36:39, Korea, 용인시 처인구, Tesco, Cash, 32070, Y, 
14414, c_14414, 정숙 이, 205, Socks, Clothes, 2, $10.0, 2021-12-17 15:40:11, Korea, 금산군, Amazon, Internet Banking, 18641, Y, 
14415, c_14415, 지후 박, 403, Erasers, School Items, 6, $9.0, 2021-06-03 14:12:21, Korea, 원주시, Tesco, Internet Banking, 26750, Y, 
14416, c_14416, 영식 손, 109, TVs, Technology, 6, $7200.0, 2021-06-03 14:12:21, Korea, 안산시 상록구, Tesco, Internet Banking, 57894, Y, 
14417, c_14417, 서준 김, 204, Formal Wear, Clothes, 9, $1080.0, 2021-03-18 14:07:03, Korea, 광명시, Tesco, Card, 33742, N, Invalid zip code
14418, c_14418, 영숙 한, 224, Wallet, Clothes, 3, $195.0, 2021-10-07 08:24:47, Korea, 용인시 처인구, Tesco, Internet Banking, 88227, N, Account locked
14419, c_14419, 영숙 김, 405, Textbooks, School Items, 9, $585.0, 2021-11-26 08:28:27, Korea, 안양시 동안구, Tesco, Cash, 84226, Y, 
14420, c_14420, 정호 이, 209, Dresses, Clothes, 8, $792.0, 2021-04-05 11:57:54, Korea, 고양시 덕양구, Aldi, Card, 51231, Y, 
14421, c_14421, 지후 한, 407, Bags, School Items, 5, $50.0, 2021-11-21 17:25:06, Korea, 논산시, alza.cz, Gift card, 95098, N, Insufficent funds
14422, c_14422, 영환 오, 422, Lunchbox, School Items, 9, $63.0, 2021-06-27 14:31:04, Korea, 양평군, Tesco, Card, 61453, Y, 
14423, c_14423, 수빈 김, 209, Dresses, Clothes, 1, $99.0, 2021-03-23 08:17:07, Korea, 고양시 일산서구, Tesco, Cash, 53308, N, Insufficent funds
14424, c_14424, 성호 이, 401, Pencils, School Items, 9, $4.5, 2021-12-06 19:40:29, Korea, 시흥시, Tesco, Gift card, 71423, Y, 
fourteen thousand four hundred and twenty-fifth, c_14425, 성진 유, 423, Index cards, School Items, 9, $18.0, 2021-12-06 19:40:29, Korea, 춘천시, Tesco, Gift card, 53964, Y, 
14426, c_14426, 병철 안, 310, Ladders, Furniture, 4, $92.0, 2021-01-04 16:11:33, Korea, 충주시, Tesco, Card, 68048, Y, 
14427, c_14427, 재호 송, 107, Computers, Technology, 4, $2800.0, 2021-01-04 16:11:33, Korea, 가평군, Tesco, Card, 91674, Y, 
14428, c_14428, 지민 김, 403, Erasers, School Items, 6, $9.0, 2021-04-23 13:34:23, Korea, 의정부시, Tesco, Cash, 82411, Y, 
14429, c_14429, 영수 송, 105, Electronic Locks, Technology, 6, $510.0, 2021-04-23 13:34:23, Korea, 동해시, Tesco, Card, 80690, Y, 
fourteen thousand four hundred and thirtieth, c_14430, 중수 박, 418, Glue Stick, School Items, 4, $4.0, 2021-02-14 09:08:39, Korea, 가평군, Tesco, Gift card, 10345, Y, 
14431, c_14431, 영자 손, 200, Jeans, Clothes, 10, $290.0, 2021-08-06 18:42:14, Korea, 제천시, Tesco, Internet Banking, 23335, Y, 
14432, c_14432, 영식 강, 301, Couches, Furniture, 10, $3000.0, 2021-04-16 17:24:43, Korea, 원주시, Tesco, Electronic, 20421, N, Account locked
14433, c_14433, 성현 강, 403, Erasers, School Items, 4, $6.0, 2021-12-23 12:43:56, Korea, 진천군, Aldi, Electronic, 96366, Y, 
14434, c_14434, 종수 허, 316, Shelves, Furniture, 1, $30.0, 2021-07-16 19:15:48, Korea, 수원시 팔달구, Amazon, Cash, 58763, Y, 
fourteen thousand four hundred and thirty-fifth, c_14435, 성훈 박, 315, Grandfather clock, Furniture, 8, $4000.0, 2021-11-21 14:59:47, Korea, 공주시, Tesco, Card, 20918, Y, 
14436, c_14436, 지혜 김, 421, Sharpie pens, School Items, 8, $16.0, 2021-11-21 14:59:47, Korea, 부천시 원미구, Tesco, Electronic, 58078, N, Account locked
14437, c_14437, 예지 고, 402, Mechanical Pencils, School Items, 4, $2.0, 2021-10-03 12:47:50, Korea, 안산시 상록구, Tesco, Gift card, 77322, Y, 
14438, c_14438, 상호 김, 411, Calculators, School Items, 6, $360.0, 2021-06-08 12:04:24, Korea, 수원시 팔달구, Tesco, Gift card, 44348, Y, 
fourteen thousand four hundred and thirty-ninth, c_14439, 지후 차, 301, Couches, Furniture, 6, $1800.0, 2021-06-08 12:04:24, Korea, 춘천시, Tesco, Electronic, 19718, Y, 
14440, c_14440, 병철 박, 118, Monitors, Technology, 2, $300.0, 2021-12-04 11:26:26, Korea, 증평군, Tesco, Internet Banking, 54474, Y, 
14441, c_14441, 지후 윤, 209, Dresses, Clothes, 2, $198.0, 2021-12-04 11:26:26, Korea, 정선군, Tesco, Card, 60520, Y, 
14442, c_14442, 은정 하, 316, Shelves, Furniture, 2, $60.0, 2021-12-05 17:09:12, Korea, 강릉시, Amazon, Electronic, 37894, Y, 
14443, c_14443, 상현 김, 106, Drones, Technology, 5, $250.0, 2021-11-20 20:36:13, Korea, 횡성군, Aliexpress, Card, 77018, Y, 
14444, c_14444, 민재 김, 107, Computers, Technology, 3, $2100.0, 2021-10-20 14:54:47, Korea, 제천시, Tesco, Electronic, 18247, Y, 
14445, c_14445, 옥순 주, 100, Laptops, Technology, 5, $2250.0, 2021-06-17 14:06:42, Korea, 제천시, Amazon, Cash, 77650, Y, 
14446, c_14446, 영순 이, 113, Mouse, Technology, 5, $400.0, 2021-06-17 14:06:42, Korea, 동해시, Amazon, Card, 73367, Y, 
14447, c_14447, 영길 문, 224, Wallet, Clothes, 9, $585.0, 2021-09-04 17:52:13, Korea, 고성군, Tesco, Gift card, 15831, Y, 
14448, c_14448, 현준 박, 111, Earbuds, Technology, 1, $120.0, 2021-06-21 18:22:00, Korea, 수원시 팔달구, Amazon, Card, 58728, Y, 
14449, c_14449, 지우 허, 105, Electronic Locks, Technology, 1, $85.0, 2021-06-21 18:22:00, Korea, 강릉시, Amazon, Card, 93803, Y, 
14450, c_14450, 종수 권, 404, Chromebooks, School Items, 6, $720.0, 2021-07-16 08:06:21, Korea, 시흥시, Tesco, Electronic, 43272, Y, 
14451, c_14451, 민준 김, 403, Erasers, School Items, 4, $6.0, 2021-11-12 11:11:03, Korea, 양양군, Tesco, Electronic, 24396, Y, 
14452, c_14452, 은서 윤, 102, Phones, Technology, 5, $3000.0, 2021-06-08 17:47:45, Korea, 용인시 처인구, Tesco, Gift card, 32756, Y, 
14453, c_14453, 도현 안, 224, Wallet, Clothes, 2, $130.0, 2021-11-27 08:56:15, Korea, 제천시, Tesco, Gift card, 37428, N, Insufficent funds
14454, c_14454, 서윤 이, 417, Pencil Pouch, School Items, 2, $10.0, 2021-11-27 08:56:15, Korea, 고양시, Tesco, Internet Banking, 23609, Y, 
14455, c_14455, 동현 강, 118, Monitors, Technology, 2, $300.0, 2021-12-24 16:47:39, Korea, 옥천군, Tesco, Card, 76811, N, Invalid card number
14456, c_14456, 경숙 윤, 418, Glue Stick, School Items, 7, $7.0, 2021-11-04 15:27:01, Korea, 김포시, Mediamarkt, Cash, 20912, N, Insufficent funds
14457, c_14457, 지영 홍, 117, Fridges, Technology, 8, $2160.0, 2021-12-04 16:38:08, Korea, 홍천군, Aldi, Electronic, 53430, N, Account locked
14458, c_14458, 우진 이, 417, Pencil Pouch, School Items, 1, $5.0, 2021-10-21 20:43:03, Korea, 과천시, Tesco, Electronic, 69307, N, Account locked
14459, c_14459, 영길 최, 117, Fridges, Technology, 1, $270.0, 2021-10-21 20:43:03, Korea, 고성군, Tesco, Gift card, 19544, Y, 
14460, c_14460, 정웅 이, 105, Electronic Locks, Technology, 3, $255.0, 2021-06-15 12:25:23, Korea, 용인시 처인구, Amazon, Internet Banking, 57215, Y, 
14461, c_14461, 준호 강, 410, Markers, School Items, 1, $3.0, 2021-12-15 18:54:55, Korea, 여주시, Amazon, Internet Banking, 59296, Y, 
14462, c_14462, 지후 박, 120, Virtual Assistant, Technology, 8, $1432.0, 2021-06-28 15:43:30, Korea, 삼척시, Tesco, Electronic, 55972, Y, 
14463, c_14463, 명숙 장, 402, Mechanical Pencils, School Items, 3, $1.5, 2021-10-09 10:48:52, Korea, 영월군, alza.cz, Internet Banking, 43015, Y, 
14464, c_14464, 아름 황, 304, Cabinets, Furniture, 8, $640.0, 2021-03-17 15:27:26, Korea, 인제군, Tesco, Card, 51862, Y, 
14465, c_14465, 경수 손, 209, Dresses, Clothes, 7, $693.0, 2021-11-28 15:17:50, Korea, 인제군, Tesco, Electronic, 65485, N, Account locked
14466, c_14466, 상훈 손, 416, Folders, School Items, 9, $9.0, 2021-10-16 20:15:44, Korea, 영월군, Tesco, Electronic, 87265, Y, 
14467, c_14467, 명자 황, 214, Suits, Clothes, 2, $240.0, 2021-12-21 16:41:44, Korea, 포천시, Mediamarkt, Gift card, 84004, Y, 
14468, c_14468, 예진 이, 411, Calculators, School Items, 2, $120.0, 2021-12-21 16:41:44, Korea, 수원시, Mediamarkt, Cash, 78890, N, Insufficent funds
14469, c_14469, 명자 유, 412, Uniforms, School Items, 10, $200.0, 2021-12-07 10:41:47, Korea, 청주시 상당구, Amazon, Cash, 60469, Y, 
14470, c_14470, 지우 문, 224, Wallet, Clothes, 10, $650.0, 2021-09-27 08:42:19, Korea, 여주시, Tesco, Cash, 42042, Y, 
14471, c_14471, 미숙 강, 222, Earrings, Clothes, 4, $320.0, 2021-12-27 08:21:33, Korea, 충주시, Tesco, Card, 83781, Y, 
14472, c_14472, 미숙 조, 209, Dresses, Clothes, 5, $495.0, 2021-09-26 15:32:19, Korea, 부천시 소사구, Tesco, Internet Banking, 21079, Y, 
14473, c_14473, 현지 성, 215, Jackets, Clothes, 8, $160.0, 2021-04-10 08:54:14, Korea, 포천시, Tesco, Electronic, 93885, Y, 
14474, c_14474, 진호 이, 208, Gowns, Clothes, 1, $29.0, 2021-12-04 17:45:07, Korea, 수원시 팔달구, Aldi, Electronic, 83793, N, Account locked
14475, c_14475, 상호 이, 100, Laptops, Technology, 10, $4500.0, 2021-08-04 10:33:17, Korea, 홍성군, Tesco, Gift card, 82359, Y, 
14476, c_14476, 은서 김, 306, Bookcase, Furniture, 9, $1350.0, 2021-10-02 11:44:02, Korea, 서산시, Tesco, Gift card, 77411, Y, 
14477, c_14477, 은서 조, 117, Fridges, Technology, 8, $2160.0, 2021-09-05 09:42:56, Korea, 양평군, Amazon, Internet Banking, 30790, Y, 
14478, c_14478, 건우 안, 207, Kahkis, Clothes, 8, $120.0, 2021-09-05 09:42:56, Korea, 수원시 장안구, Amazon, Gift card, 94504, Y, 
14479, c_14479, 상현 이, 204, Formal Wear, Clothes, 7, $840.0, 2021-10-05 15:19:45, Korea, 평창군, Tesco, Gift card, 71192, Y, 
14480, c_14480, 영진 황, 305, Clocks, Furniture, 1, $100.0, 2021-12-02 11:50:03, Korea, 용인시 처인구, Aldi, Card, 90856, N, Invalid zip code
14481, c_14481, 옥자 김, 421, Sharpie pens, School Items, 7, $14.0, 2021-01-04 17:31:42, Korea, 가평군, Tesco, Electronic, 46012, Y, 
14482, c_14482, 영수 윤, 409, Crayons, School Items, 7, $21.0, 2021-01-04 17:31:42, Korea, 성남시 수정구, Tesco, Gift card, 59670, Y, 
14483, c_14483, 예지 허, 415, Pens, School Items, 7, $10.5, 2021-03-26 14:32:48, Korea, 수원시 장안구, Tesco, Cash, 65857, Y, 
14484, c_14484, 지영 서, 225, Cap, Clothes, 2, $40.0, 2021-12-01 14:43:08, Korea, 화천군, Aldi, Electronic, 63000, N, Account locked
fourteen thousand four hundred and eighty-fifth, c_14485, 은정 김, 115, USB, Technology, 10, $150.0, 2021-12-22 17:58:29, Korea, 화성시, Amazon, Card, 73618, Y, 
14486, c_14486, 은지 이, 302, Recliners, Furniture, 2, $330.0, 2021-11-15 18:09:07, Korea, 태백시, Tesco, Gift card, 91601, N, Insufficent funds
14487, c_14487, 은경 장, 102, Phones, Technology, 2, $1200.0, 2021-11-15 18:09:07, Korea, 하남시, Tesco, Card, 57029, Y, 
14488, c_14488, 정순 김, 201, Underwear, Clothes, 10, $90.0, 2021-02-26 10:05:36, Korea, 청주시 청원구, Tesco, Cash, 79802, N, Insufficent funds
14489, c_14489, 예준 김, 306, Bookcase, Furniture, 3, $450.0, 2021-12-02 15:25:53, Korea, 수원시 영통구, Tesco, Electronic, 88299, Y, 
14490, c_14490, 정숙 박, 309, Beds, Furniture, 3, $1500.0, 2021-12-02 15:25:53, Korea, 부천시 원미구, Tesco, Gift card, 31406, Y, 
14491, c_14491, 경희 김, 418, Glue Stick, School Items, 1, $1.0, 2021-02-17 13:41:08, Korea, 보령시, Tesco, Gift card, 24702, Y, 
14492, c_14492, 지은 이, 207, Kahkis, Clothes, 5, $75.0, 2021-12-08 08:04:40, Korea, 용인시 수지구, Amazon, Card, 86668, Y, 
14493, c_14493, 숙자 하, 200, Jeans, Clothes, 5, $145.0, 2021-12-08 08:04:40, Korea, 시흥시, Amazon, Gift card, 74018, Y, 
14494, c_14494, 현숙 윤, 411, Calculators, School Items, 8, $480.0, 2021-03-27 15:44:39, Korea, 안양시, Tesco, Card, 74202, Y, 
14495, c_14495, 경숙 권, 218, Briefs, Clothes, 9, $45.0, 2021-12-26 18:26:57, Korea, 영동군, bazos, Gift card, 20426, N, Insufficent funds
14496, c_14496, 정남 이, 120, Virtual Assistant, Technology, 9, $1611.0, 2021-09-27 09:46:48, Korea, 보령시, Tesco, Card, 25815, Y, 
14497, c_14497, 민수 홍, 422, Lunchbox, School Items, 5, $35.0, 2021-09-24 20:26:52, Korea, 의정부시, Tesco, Electronic, 22860, Y, 
14498, c_14498, 영자 윤, 106, Drones, Technology, 3, $150.0, 2021-12-19 20:53:49, Korea, 양주시, Mediamarkt, Gift card, 38533, Y, 
14499, c_14499, 은정 박, 410, Markers, School Items, 1, $3.0, 2021-12-12 13:59:59, Korea, 수원시, Aldi, Gift card, 59323, Y, 
14500, c_14500, 승현 최, 101, Hard Drives, Technology, 1, $125.0, 2021-12-12 13:59:59, Korea, 괴산군, Aldi, Card, 89398, N, Invalid card number
14501, c_14501, 옥자 김, 310, Ladders, Furniture, 1, $23.0, 2021-12-22 10:46:40, Korea, 홍천군, Tesco, Electronic, 31393, Y, 
14502, c_14502, 서연 최, 204, Formal Wear, Clothes, 5, $600.0, 2021-10-21 09:44:43, Korea, 금산군, Tesco, Cash, 47598, Y, 
14503, c_14503, 순옥 김, 311, Ottoman, Furniture, 5, $250.0, 2021-10-21 09:44:43, Korea, 부여군, Tesco, Card, 14680, Y, 
14504, c_14504, 옥순 송, 402, Mechanical Pencils, School Items, 1, $0.5, 2021-09-17 19:52:33, Korea, 양주시, Tesco, Electronic, 30958, Y, 
